MSOACode,2019-03,2019-06,2019-09,2019-12,2020-03,2020-06,2020-09,2020-12,2021-03,2021-06,2021-09,2021-12,2022-03
W02000372,"328,292","327,765","331,470","338,210","346,368","343,418","341,755","346,749","346,531","352,439","344,121","331,837","327,794"
W02000373,"198,061","194,870","186,210","189,231","188,438","185,302","195,385","207,600","212,811","222,120","221,817","211,718","209,920"
W02000374,"372,715","355,794","380,788","385,229","382,151","377,513","387,242","426,990","442,826","454,274","465,946","473,524","501,756"
W02000375,"158,097","157,701","162,860","163,053","165,485","168,308","165,874","167,708","169,953","182,237","183,572","190,104","197,696"
W02000376,"242,393","252,858","255,252","270,347","271,417","279,076","281,599","275,210","281,635","297,977","303,148","320,701","332,998"
W02000377,"210,261","213,263","214,114","208,346","209,770","205,451","208,115","213,644","212,045","212,879","214,154","229,900","234,862"
W02000378,"291,006","295,207","292,807","303,753","326,344","328,786","341,305","356,080","345,814","344,470","337,732","347,798","367,368"
W02000379,"159,242","167,808","164,260","165,235","176,227","176,560","185,416","181,861","180,538","181,026","180,186","191,402","194,747"
W02000380,"309,842","319,242","335,018","346,313","351,234","353,924","338,052","321,325","326,021","325,765","322,996","348,721","349,388"
W02000381,"158,730","158,958","166,575","166,883","166,800","176,412","174,268","177,313","186,251","185,745","190,839","193,045","194,036"
W02000382,"151,664","156,234","159,420","167,098","162,981","163,715","172,899","170,341","177,408","177,225","178,578","179,833","182,080"
W02000383,"142,817","139,789","142,694","140,851","139,932","141,763","142,257","149,042","154,996","155,620","154,745","155,566","156,171"
W02000384,"317,090","314,533","327,188","339,528","356,332","373,711","363,358","358,808","362,214","360,274","382,806","400,820","395,846"
W02000385,"385,730","376,426","363,036","362,776","376,876","379,727","387,553","397,135","416,466","431,787","431,413","433,941","432,413"
W02000386,"327,080","329,264","318,807","326,911","318,061","316,149","318,551","324,505","342,869","348,074","347,701","350,134","342,333"
W02000387,"295,888","299,982","308,773","295,987","294,555","292,685","286,301","298,245","306,877","310,974","315,201","314,882","315,297"
W02000388,"191,223","193,407","199,535","208,890","219,474","216,962","218,969","217,934","219,734","226,872","233,081","236,530","237,235"
W02000389,"207,381","206,394","207,685","208,948","212,545","217,330","220,596","224,673","228,179","236,220","241,476","249,093","254,515"
W02000390,"316,156","307,854","284,016","311,344","319,339","325,936","338,458","328,706","343,578","367,971","397,675","397,426","403,788"
W02000391,"222,807","219,085","227,243","234,392","238,546","240,193","240,645","243,062","248,636","256,006","264,104","263,855","266,680"
W02000392,"295,659","293,815","294,792","299,363","286,392","292,775","304,658","301,237","348,930","355,943","367,135","384,444","373,074"
W02000393,"166,828","171,592","170,728","171,060","174,000","178,300","191,885","206,228","202,610","198,888","196,524","192,167","197,192"
W02000394,"215,609","218,013","215,398","212,706","220,852","220,708","221,159","228,701","231,669","239,459","238,253","239,790","241,078"
W02000395,"295,962","287,298","295,804","290,151","292,793","296,315","296,081","320,972","346,873","348,720","361,239","359,666","366,712"
W02000396,"226,841","225,775","220,160","214,365","215,560","214,607","223,933","235,757","238,645","239,768","243,454","246,756","248,316"
W02000397,"184,813","191,076","192,035","181,103","182,629","184,723","188,078","202,289","206,081","208,785","208,206","221,912","227,294"
W02000398,"187,631","194,026","193,844","200,727","198,854","199,439","202,912","191,648","187,840","189,174","176,305","190,605","196,905"
W02000399,"198,426","190,716","194,261","209,905","212,364","211,559","215,629","208,101","215,547","215,983","212,011","205,372","202,218"
W02000400,"298,237","298,857","301,968","304,311","306,034","322,440","336,327","342,883","372,753","376,475","375,674","381,049","387,445"
W02000401,"261,373","266,219","265,114","271,840","271,658","274,595","272,242","281,853","287,037","288,606","305,755","306,866","299,115"
W02000402,"155,575","157,374","159,002","156,218","154,489","155,530","162,579","169,778","177,287","177,573","181,401","182,499","186,465"
W02000403,"160,585","160,132","162,508","162,045","160,657","163,581","166,675","174,292","175,133","184,059","179,521","177,338","180,277"
W02000404,"159,887","159,279","162,118","163,740","168,294","171,444","168,019","173,900","180,516","178,519","183,464","188,245","188,013"
W02000405,"117,015","117,158","122,117","128,646","133,555","138,600","140,614","140,763","148,535","147,987","148,708","153,816","153,412"
W02000406,"225,945","231,023","230,623","233,087","233,027","231,319","233,095","245,877","255,027","257,305","257,996","262,031","262,059"
W02000407,"150,914","152,365","155,529","159,126","156,592","160,132","158,350","157,095","163,324","164,425","172,558","174,751","184,275"
W02000408,"161,005","169,938","167,852","182,474","183,582","188,187","198,656","188,559","189,221","189,810","190,205","196,160","203,702"
W02000409,"167,195","167,168","169,843","168,680","169,637","169,862","174,231","179,557","184,591","187,671","202,261","208,252","210,377"
W02000410,"190,030","186,154","183,201","182,485","175,324","185,571","185,684","189,948","207,162","204,362","209,480","213,575","207,600"
W02000411,"160,830","172,011","163,843","162,218","162,562","161,760","162,180","178,927","180,490","180,528","185,116","186,339","188,370"
W02000412,"179,741","183,243","187,294","185,168","189,703","190,147","190,180","198,586","204,297","208,147","210,671","211,786","211,728"
W02000422,"185,631","183,236","182,243","188,699","187,408","188,825","190,681","191,321","192,977","197,632","194,833","192,731","185,925"
W02000423,"166,589","175,301","180,486","184,180","186,798","180,326","171,436","189,497","188,706","193,919","198,012","185,133","187,852"
W02000142,"166,939","164,315","157,363","162,863","157,912","164,457","172,598","173,139","190,496","198,189","204,316","211,557","211,279"
W02000143,"201,971","203,499","208,529","192,565","187,235","176,310","173,436","197,184","223,747","238,810","253,854","263,704","263,101"
W02000144,"191,904","190,158","194,174","195,496","198,121","202,791","198,192","216,769","236,145","248,450","252,920","256,869","254,310"
W02000145,"203,555","212,192","212,654","211,796","217,999","211,903","217,660","235,160","248,879","258,875","265,346","268,178","270,427"
W02000146,"248,287","255,887","252,096","247,331","251,351","249,582","250,573","251,806","275,936","267,834","264,898","274,921","252,530"
W02000147,"182,572","189,297","197,905","186,072","195,187","193,298","183,946","187,471","187,397","190,821","194,648","203,784","224,333"
W02000148,"151,861","158,109","156,648","161,206","156,098","148,544","158,064","186,836","213,965","212,796","219,178","208,475","204,941"
W02000149,"154,565","155,285","156,296","162,293","166,289","169,557","172,959","172,960","178,240","172,093","171,605","171,731","177,229"
W02000151,"116,056","123,173","128,427","136,650","133,661","126,136","123,142","123,256","137,139","149,446","155,584","162,697","162,797"
W02000152,"161,403","163,783","163,525","164,950","162,059","160,589","167,512","175,417","191,702","207,112","211,234","222,820","225,554"
W02000153,"177,717","190,746","196,413","198,882","193,246","185,249","177,742","184,263","197,929","199,888","203,442","213,367","215,962"
W02000154,"153,361","153,098","145,890","141,943","134,883","139,112","135,336","159,353","172,697","166,051","178,440","175,392","181,039"
W02000156,"147,242","144,927","142,221","145,047","153,097","154,267","157,290","164,189","168,473","177,330","174,875","178,973","185,452"
W02000157,"165,496","163,726","160,298","160,994","162,613","167,244","170,154","175,410","189,968","193,339","194,503","197,985","196,426"
W02000158,"154,719","154,532","159,638","165,309","162,792","156,324","153,743","168,297","182,957","209,522","217,586","214,878","218,938"
W02000159,"139,308","146,314","144,997","152,471","150,788","152,381","162,435","173,599","185,798","188,934","192,081","196,460","201,464"
W02000160,"159,520","148,890","150,508","155,201","160,543","156,236","164,489","174,542","192,421","195,226","194,118","196,436","189,092"
W02000161,"113,269","114,244","111,997","115,258","118,478","117,180","120,434","127,784","124,989","122,974","122,965","120,704","130,707"
W02000162,"149,484","154,099","159,629","154,645","152,859","154,101","142,399","162,685","166,208","179,442","189,510","199,489","201,345"
W02000163,"121,971","124,293","124,935","125,692","127,945","121,588","121,853","126,012","126,341","134,552","142,091","147,251","156,238"
W02000164,"135,136","135,481","146,165","148,195","151,150","152,167","143,177","143,212","142,348","149,438","162,552","169,556","172,468"
W02000165,"120,060","120,778","121,360","120,201","118,036","118,990","121,422","118,010","116,475","123,267","127,508","131,340","136,335"
W02000166,"151,990","148,334","147,430","142,856","143,936","148,307","150,496","167,396","167,452","163,280","164,312","157,731","158,786"
W02000167,"115,927","120,080","122,465","123,435","122,982","121,910","118,943","126,661","123,507","124,832","125,555","118,499","125,939"
W02000418,"192,667","204,519","203,395","208,607","219,946","220,130","219,006","230,080","237,942","241,241","253,857","263,173","263,684"
W02000116,"191,096","195,841","190,117","188,563","190,174","185,223","196,152","207,688","212,558","226,902","228,691","233,513","234,710"
W02000117,"180,414","185,548","192,250","178,746","183,835","183,040","186,714","201,755","210,713","209,151","204,838","206,745","207,217"
W02000118,"185,257","181,526","183,909","179,218","178,297","182,662","181,988","196,002","191,573","200,701","204,832","198,652","200,976"
W02000120,"209,443","217,661","220,795","216,220","217,153","211,382","213,982","229,118","228,859","242,820","240,335","239,871","253,609"
W02000122,"228,517","239,502","241,023","243,606","254,609","256,605","256,184","253,384","250,997","254,638","269,906","284,721","290,881"
W02000123,"196,923","204,090","198,856","190,570","190,347","187,210","193,382","202,140","219,718","221,669","224,120","239,003","240,886"
W02000124,"201,012","205,553","204,078","202,734","199,708","195,581","197,505","217,300","232,027","252,172","259,649","264,845","275,885"
W02000125,"195,091","201,931","207,123","209,594","207,641","203,452","205,678","217,178","234,984","232,525","240,581","245,969","252,144"
W02000421,"207,516","206,860","206,424","207,008","201,406","203,576","202,506","218,044","234,054","229,853","232,171","238,430","243,519"
W02000027,"168,822","177,174","172,627","174,346","185,074","181,130","199,520","200,300","188,127","185,459","179,763","173,491","173,296"
W02000028,"206,054","210,790","211,753","231,130","216,691","216,085","222,708","224,974","258,128","253,705","260,934","253,398","252,456"
W02000029,"202,747","201,088","199,025","198,734","198,397","202,465","207,911","232,718","231,365","238,863","243,156","246,229","254,318"
W02000030,"198,802","201,101","215,192","223,738","215,947","221,869","207,417","198,492","211,590","217,424","242,096","236,693","230,919"
W02000031,"140,574","144,688","148,549","154,208","153,941","155,736","154,485","149,473","149,669","161,607","165,630","173,298","183,280"
W02000032,"230,109","240,489","248,374","242,695","237,831","229,380","228,434","260,224","263,449","282,538","289,244","286,670","294,417"
W02000033,"155,543","154,616","155,616","140,378","140,071","145,101","135,074","156,892","158,208","162,972","164,056","167,854","170,332"
W02000034,"188,537","186,925","190,447","192,545","214,970","233,793","248,594","298,370","270,667","269,293","272,759","262,656","270,712"
W02000035,"172,773","178,468","185,028","187,999","179,610","171,358","158,000","174,190","190,715","202,039","211,834","205,219","207,719"
W02000036,"172,877","180,361","178,102","180,478","177,544","170,236","177,957","182,597","188,723","197,446","193,806","194,285","201,997"
W02000037,"175,876","178,424","173,659","165,146","168,963","165,806","190,879","194,486","211,666","224,845","229,113","238,695","235,791"
W02000038,"214,654","205,145","206,273","213,326","219,847","227,578","240,482","242,590","246,855","256,216","262,056","271,754","272,111"
W02000039,"165,045","165,867","163,404","167,306","162,226","160,660","170,868","184,907","200,077","211,480","215,540","218,731","218,996"
W02000040,"229,273","234,195","238,026","223,484","220,669","215,467","228,797","250,001","269,124","298,358","286,694","284,008","293,533"
W02000041,"190,664","184,235","191,054","194,048","199,822","204,573","204,250","213,197","213,965","212,372","218,937","220,875","213,316"
W02000042,"144,912","140,624","145,287","142,809","139,629","142,003","141,992","144,446","151,516","152,883","155,305","161,170","161,747"
W02000043,"176,539","180,133","183,462","189,671","187,202","180,646","189,814","188,558","208,402","225,702","227,350","232,707","230,806"
W02000044,"164,151","175,225","166,641","177,734","185,129","180,347","182,838","186,324","192,049","195,826","205,395","194,044","191,386"
W02000045,"124,285","124,599","128,186","134,129","135,183","134,638","128,785","124,971","141,172","143,163","148,295","150,975","145,865"
W02000047,"109,502","110,447","108,515","107,045","109,906","108,131","111,346","111,514","109,793","110,528","109,961","114,672","122,588"
W02000049,"202,268","194,678","194,386","196,217","196,693","205,294","205,027","204,833","215,489","227,189","242,139","246,738","248,578"
W02000050,"159,963","158,411","158,889","165,389","173,255","179,678","190,980","201,873","207,280","218,077","220,198","229,888","224,809"
W02000051,"206,813","211,966","192,693","200,930","203,141","205,369","205,082","188,452","204,163","216,849","222,754","243,565","247,930"
W02000052,"133,174","147,339","153,591","159,387","160,324","151,548","160,897","182,704","186,898","183,689","177,230","165,957","155,696"
W02000053,"184,619","191,336","196,269","212,163","218,948","222,399","237,362","227,341","233,150","239,165","236,568","243,673","235,649"
W02000054,"263,824","261,623","254,832","267,977","280,066","289,045","295,480","283,335","278,741","301,128","310,258","329,594","348,490"
W02000055,"196,051","191,545","182,799","186,718","187,858","188,729","195,873","188,907","209,136","219,734","236,112","254,674","242,548"
W02000056,"187,381","189,710","194,495","211,726","209,228","197,383","195,848","222,123","257,014","271,039","271,789","260,564","242,595"
W02000057,"211,044","220,220","212,606","210,443","207,093","209,125","203,932","211,499","231,224","229,886","233,529","242,817","228,706"
W02000419,"147,417","148,192","148,724","151,964","150,416","150,285","153,035","152,733","160,709","163,588","162,047","162,099","162,946"
W02000058,"165,631","174,922","176,143","178,597","183,249","184,031","171,036","202,091","217,346","215,777","220,224","214,299","205,885"
W02000059,"190,393","189,920","184,923","176,179","173,064","166,909","168,659","190,461","197,288","213,839","227,023","222,755","224,643"
W02000060,"133,716","133,609","132,018","134,039","133,640","128,747","124,991","132,009","140,118","147,303","152,027","160,491","157,860"
W02000061,"156,564","162,441","163,400","164,021","167,799","162,967","160,644","153,223","142,398","141,168","137,855","144,633","150,589"
W02000062,"168,326","171,001","157,494","157,984","160,016","161,266","168,656","166,188","172,014","181,790","184,064","190,107","192,501"
W02000063,"227,503","226,120","221,339","224,654","241,231","246,230","247,469","262,859","289,279","289,528","294,331","299,927","278,574"
W02000064,"136,414","140,654","135,684","132,474","132,738","131,284","132,071","140,413","136,945","138,112","138,224","136,607","136,681"
W02000065,"148,712","146,835","149,120","148,655","147,889","150,591","148,432","162,709","172,572","174,347","177,510","179,230","177,462"
W02000066,"159,394","160,921","163,144","132,756","135,772","138,113","166,200","176,563","186,667","188,287","186,588","191,029","189,281"
W02000067,"207,294","206,608","202,317","199,500","199,056","193,959","200,295","202,616","206,894","211,374","215,673","221,427","229,434"
W02000068,"151,424","153,623","155,217","151,740","154,104","156,798","154,814","147,766","141,481","161,630","168,969","181,239","182,835"
W02000069,"219,104","219,352","227,174","236,378","231,622","233,920","240,823","251,851","262,539","260,839","247,129","243,240","242,987"
W02000070,"241,973","246,229","250,205","240,571","235,908","232,020","225,336","230,713","238,699","245,547","250,150","255,692","267,701"
W02000071,"193,752","197,811","200,518","193,157","186,908","184,095","183,645","202,974","215,222","212,650","218,091","216,094","210,761"
W02000072,"175,332","184,026","178,587","178,260","178,357","175,348","177,809","184,438","192,828","193,050","194,356","192,565","189,948"
W02000073,"180,236","182,890","182,779","189,597","195,586","196,477","201,702","200,859","202,562","207,415","202,916","198,951","202,305"
W02000074,"161,472","164,355","169,341","167,682","170,717","168,889","173,143","177,822","179,200","185,695","186,187","187,015","188,050"
W02000075,"239,334","235,792","231,426","244,084","255,339","266,150","282,415","282,624","276,698","267,792","259,709","251,948","260,218"
W02000076,"207,796","205,548","214,140","219,251","217,958","226,606","214,467","223,888","245,308","255,911","248,549","255,250","260,335"
W02000077,"191,068","191,784","190,671","193,285","195,846","188,399","191,192","204,369","202,682","213,089","216,683","230,893","238,700"
W02000010,"154,766","154,013","154,769","146,784","142,679","141,500","137,944","149,210","161,245","157,506","152,986","160,976","165,150"
W02000011,"192,519","198,050","195,733","189,022","194,385","179,352","185,333","198,037","211,277","216,562","203,518","197,645","191,690"
W02000012,"156,514","158,107","166,958","166,116","170,654","171,070","159,101","169,832","174,659","175,061","178,881","189,547","189,500"
W02000013,"167,108","171,158","173,983","182,038","190,405","184,982","186,279","178,467","190,038","199,945","199,895","212,285","205,807"
W02000014,"162,909","159,414","174,932","187,617","183,764","189,263","193,640","174,348","182,871","186,705","184,343","195,614","203,812"
W02000015,"185,598","192,611","187,681","187,903","188,193","185,958","180,381","178,927","173,551","188,778","189,791","199,336","211,977"
W02000016,"161,543","164,086","170,796","173,640","174,855","167,230","164,856","184,955","182,972","182,577","183,966","168,060","182,674"
W02000017,"146,962","143,966","148,186","154,144","159,510","163,741","155,649","153,193","150,424","152,482","150,269","154,989","165,487"
W02000018,"111,644","111,752","111,863","117,051","111,351","115,494","121,102","130,812","136,178","139,983","141,143","134,408","141,275"
W02000019,"180,712","187,817","185,509","185,163","188,378","189,841","198,384","211,766","214,888","215,414","230,716","238,820","241,150"
W02000020,"207,326","213,148","208,918","223,415","221,951","221,545","215,640","216,447","225,231","236,111","248,337","251,286","253,377"
W02000021,"174,904","183,701","188,055","196,602","200,214","204,379","199,870","202,427","216,356","210,553","216,323","217,080","220,311"
W02000022,"178,391","180,574","189,088","182,908","178,429","178,086","167,915","184,623","207,931","208,470","230,757","232,004","238,322"
W02000023,"306,787","312,404","322,927","309,535","324,742","320,557","367,635","367,608","402,200","412,805","419,945","441,898","461,764"
W02000024,"165,047","174,689","186,925","178,321","172,409","165,100","147,828","150,625","171,764","201,577","208,973","216,655","218,690"
W02000025,"175,085","176,619","173,350","189,537","189,222","188,826","181,264","177,695","191,842","216,145","220,638","222,721","235,839"
W02000026,"187,659","183,827","188,556","198,985","192,095","194,583","203,347","212,955","227,191","227,310","222,016","224,002","234,178"
W02000001,"169,039","161,617","164,088","156,820","165,516","169,553","178,900","190,584","198,045","201,518","206,634","209,597","212,142"
W02000002,"227,127","228,627","223,957","216,426","215,377","221,372","229,918","248,464","269,937","284,383","297,644","310,656","304,434"
W02000003,"113,403","113,103","116,021","114,342","117,792","118,912","120,275","115,970","127,910","133,848","139,686","146,629","143,538"
W02000004,"208,721","203,662","218,639","220,306","223,939","224,109","223,397","242,958","251,421","256,664","279,653","276,381","298,255"
W02000005,"227,989","230,231","260,423","257,206","275,914","284,081","262,766","290,168","290,680","291,599","304,441","316,134","332,169"
W02000006,"176,174","177,013","172,390","176,918","169,411","168,828","182,787","189,713","200,339","200,604","204,371","219,905","232,008"
W02000007,"205,269","205,633","210,175","202,090","201,880","205,431","214,788","223,227","238,020","236,430","248,979","256,428","266,290"
W02000008,"215,191","216,707","209,513","210,031","221,576","225,707","236,868","235,898","235,947","245,448","244,514","261,138","265,854"
W02000009,"188,416","183,518","191,261","196,801","192,733","212,777","232,508","236,753","254,934","248,305","235,501","244,631","245,256"
W02000284,"101,972","101,699","102,104","104,641","105,994","108,272","108,954","113,067","114,891","115,618","119,683","119,160","119,478"
W02000285,"146,641","151,537","146,957","160,941","162,268","161,382","180,728","184,551","196,276","197,886","186,998","184,161","185,603"
W02000286,"115,130","117,443","122,567","131,204","135,245","136,057","137,067","138,742","134,257","130,204","138,448","139,243","145,919"
W02000287,"112,482","120,794","120,472","120,613","128,776","128,344","124,666","131,737","128,641","135,978","142,223","146,940","155,802"
W02000288,"82,840","84,326","99,252","114,474","116,917","124,487","121,421","130,504","141,950","144,363","148,633","138,784","135,799"
W02000289,"131,151","130,039","134,717","140,898","143,069","149,172","148,664","148,392","157,046","167,582","173,841","180,702","187,076"
W02000415,"111,059","110,540","110,373","133,821","137,408","141,280","155,840","123,706","149,615","159,600","144,687","150,371","143,046"
W02000336,"274,517","270,418","270,351","258,275","264,735","258,331","259,273","271,182","279,829","295,533","300,851","308,288","319,570"
W02000337,"233,717","239,714","245,486","247,540","242,616","247,958","247,434","260,002","267,418","272,514","269,701","263,322","259,609"
W02000338,"254,375","259,193","257,527","261,829","266,785","266,564","259,799","286,484","301,217","305,819","313,661","310,330","304,153"
W02000339,"271,680","280,440","279,822","274,828","280,507","279,403","286,050","307,849","300,541","307,301","318,552","313,019","329,892"
W02000340,"382,673","371,283","387,485","394,913","402,549","416,498","405,170","408,387","430,377","426,863","459,266","472,303","475,639"
W02000341,"339,845","327,241","335,276","344,903","336,405","343,856","353,452","378,080","396,488","427,086","410,059","395,560","398,637"
W02000342,"379,621","382,815","389,053","408,368","400,245","394,608","403,975","436,134","463,338","443,599","440,024","434,514","430,521"
W02000343,"219,711","229,321","230,282","237,849","240,438","237,139","240,645","242,354","241,499","244,033","248,455","255,034","258,748"
W02000344,"322,586","323,337","322,686","328,086","324,265","325,517","346,941","347,483","362,460","391,999","390,557","407,822","420,716"
W02000345,"209,816","224,490","217,430","218,528","215,442","209,014","216,477","218,742","229,272","234,634","238,568","241,876","250,777"
W02000346,"260,975","275,641","275,609","277,892","277,251","273,119","271,655","270,687","291,593","299,136","309,780","311,597","315,009"
W02000200,"113,506","119,783","115,628","122,033","126,574","125,052","117,511","124,184","127,232","132,967","136,721","137,341","135,524"
W02000201,"106,687","108,570","110,916","112,941","114,342","113,113","116,221","114,201","116,916","135,466","137,352","146,507","150,069"
W02000202,"152,147","153,162","157,255","166,749","171,519","173,107","175,179","178,012","175,686","179,696","177,014","173,845","173,818"
W02000203,"121,617","127,086","123,271","127,226","128,587","123,268","124,457","128,642","138,579","147,589","146,497","145,147","141,437"
W02000204,"171,387","165,307","160,776","185,838","195,418","200,937","202,052","210,417","201,748","219,417","218,908","215,461","222,910"
W02000205,"146,268","148,325","152,519","154,773","154,514","155,675","152,105","179,321","182,960","178,072","183,344","185,228","195,980"
W02000206,"111,986","106,193","108,790","104,561","106,172","115,604","105,354","109,642","113,187","110,328","115,615","122,587","123,027"
W02000207,"178,179","180,582","174,593","178,771","179,375","175,280","173,947","169,797","168,730","173,192","180,922","186,851","192,788"
W02000208,"141,843","138,687","142,300","146,944","149,210","158,274","163,309","172,324","177,199","176,191","172,356","173,738","171,430"
W02000209,"59,822","69,746","70,964","78,106","84,097","76,963","79,722","82,802","77,474","80,806","86,444","89,245","97,267"
W02000210,"123,326","116,086","118,512","125,258","123,920","130,641","130,883","152,060","153,579","153,849","156,895","150,657","155,559"
W02000211,"96,281","93,274","93,451","98,425","98,315","99,461","100,471","100,349","103,375","110,780","115,642","119,177","122,087"
W02000212,"108,290","113,569","126,274","132,292","140,016","144,694","134,234","143,244","156,038","165,636","163,140","159,803","151,931"
W02000213,"144,316","148,149","155,728","158,322","157,057","154,269","157,442","167,736","173,814","177,636","177,477","183,092","184,802"
W02000214,"107,508","108,987","109,876","112,476","114,763","113,966","118,566","129,928","130,691","135,510","135,931","135,280","138,933"
W02000215,"99,514","105,359","105,772","110,220","110,649","108,558","108,275","103,984","109,522","117,303","122,851","127,519","131,006"
W02000216,"107,752","110,434","111,960","113,433","113,542","108,991","107,100","105,246","108,209","116,451","117,674","126,589","133,174"
W02000217,"146,875","184,976","174,623","177,334","189,608","172,355","193,807","183,133","173,012","175,924","165,410","176,095","173,374"
W02000417,"114,356","120,558","122,383","122,032","118,024","116,550","113,161","121,904","123,909","128,897","131,781","134,163","137,382"
W02000347,"233,581","240,901","253,177","243,407","233,400","234,141","228,288","259,431","274,059","268,353","270,716","271,461","277,426"
W02000348,"167,543","168,132","173,158","179,071","180,938","182,959","180,224","180,348","184,527","191,328","199,457","204,102","207,926"
W02000349,"127,416","128,199","128,577","132,473","132,505","135,709","141,690","145,832","151,891","155,438","153,855","164,084","165,953"
W02000350,"279,188","292,329","289,638","291,363","288,067","287,301","297,934","307,055","315,280","319,353","329,965","334,608","338,822"
W02000351,"165,816","170,229","173,806","179,448","171,576","172,878","175,048","178,129","189,936","187,128","196,367","207,758","205,103"
W02000352,"134,042","136,603","141,633","136,315","137,640","143,711","143,333","146,160","150,907","142,326","147,159","155,210","153,606"
W02000353,"148,868","153,139","153,154","155,752","150,209","149,867","149,743","147,034","158,036","166,433","172,740","178,631","181,816"
W02000354,"193,121","199,998","198,450","194,542","190,379","186,851","180,540","192,754","210,745","216,393","218,047","225,519","212,330"
W02000355,"235,013","235,916","238,194","244,385","253,786","254,909","248,642","251,422","251,621","258,291","261,162","268,601","277,430"
W02000356,"121,067","128,577","132,163","131,981","133,913","137,133","136,090","127,970","126,270","131,588","133,685","142,188","144,752"
W02000357,"150,907","155,929","163,083","158,647","154,635","151,947","147,661","158,563","158,220","162,441","170,474","174,710","184,534"
W02000358,"282,710","280,576","280,545","280,677","286,203","288,172","301,325","318,542","342,773","350,728","358,351","354,825","348,554"
W02000359,"125,435","124,741","123,295","124,472","129,147","129,498","132,099","133,851","134,188","139,835","140,397","144,236","147,825"
W02000360,"147,813","160,276","165,579","165,975","171,237","177,783","173,049","194,657","203,230","217,674","216,347","208,590","216,600"
W02000361,"150,393","156,352","159,719","162,438","161,982","164,295","164,318","163,935","167,588","171,165","177,234","181,452","187,202"
W02000362,"257,852","268,047","262,942","267,668","267,154","256,713","260,167","256,972","259,846","262,317","259,089","251,021","249,134"
W02000363,"164,425","170,033","167,246","165,207","171,922","166,725","174,570","190,408","201,943","210,341","210,901","205,671","198,777"
W02000364,"154,989","153,328","153,051","157,718","164,278","165,420","164,001","184,507","185,836","182,657","199,341","192,638","190,662"
W02000365,"157,199","162,364","163,171","165,505","160,732","157,176","152,417","156,093","163,632","177,532","184,844","189,331","202,497"
W02000366,"248,842","252,295","255,911","264,704","286,752","289,221","312,310","321,744","311,165","310,370","304,000","313,458","313,600"
W02000126,"205,055","204,094","197,584","186,039","201,109","199,264","198,439","211,552","224,963","240,908","255,516","275,850","283,946"
W02000127,"200,740","199,464","204,918","215,986","219,770","223,580","227,946","216,425","232,625","234,783","240,583","255,124","254,879"
W02000128,"254,844","261,552","272,918","262,529","263,879","254,796","251,494","249,957","272,216","282,542","288,683","309,367","306,894"
W02000129,"198,224","200,920","208,170","214,503","230,113","223,441","232,806","252,070","251,899","260,560","263,240","265,941","280,477"
W02000130,"151,260","146,191","139,521","143,570","143,464","145,419","143,397","155,163","155,868","162,680","163,189","160,576","164,409"
W02000131,"146,999","146,380","155,886","158,625","164,781","167,639","167,316","179,478","173,215","178,486","175,616","173,585","176,385"
W02000132,"202,052","203,949","211,560","224,866","233,757","233,220","225,275","226,477","222,453","230,288","242,252","257,389","267,507"
W02000133,"203,504","202,845","206,037","208,504","224,247","230,959","231,094","232,476","219,717","233,031","238,074","257,795","272,672"
W02000134,"192,375","187,614","191,865","199,266","209,388","210,183","204,267","209,599","213,608","219,432","237,243","243,519","246,087"
W02000135,"143,996","147,090","150,915","154,267","157,723","153,476","156,363","153,340","153,041","161,796","163,712","167,966","170,916"
W02000136,"218,594","221,112","222,209","229,901","232,883","240,309","259,906","257,979","280,294","285,377","292,047","306,316","304,739"
W02000137,"126,192","124,312","122,428","120,366","124,835","131,205","132,210","139,932","143,288","151,264","160,665","159,107","163,282"
W02000138,"124,807","138,391","143,313","151,465","153,734","148,381","146,166","144,674","152,059","155,636","158,086","163,613","169,254"
W02000139,"221,707","215,757","219,723","228,012","228,277","240,623","244,104","239,290","253,232","248,481","252,723","260,602","250,861"
W02000140,"165,633","168,209","167,251","170,599","167,607","159,773","166,657","156,511","172,731","180,851","182,588","200,756","201,143"
W02000141,"230,980","244,412","256,187","255,745","265,647","262,691","246,681","260,072","274,283","285,541","291,459","290,400","287,161"
W02000097,"223,951","216,195","223,597","231,804","240,171","239,885","252,177","256,361","266,412","277,346","269,400","268,649","266,777"
W02000098,"229,299","221,561","214,543","210,560","225,427","226,423","238,829","241,246","230,883","237,227","246,114","267,469","270,087"
W02000099,"170,969","165,084","151,927","155,804","152,740","162,801","170,870","173,114","186,480","190,966","186,714","189,836","182,559"
W02000100,"190,346","186,356","189,711","189,913","189,832","193,902","201,750","200,578","206,012","218,054","219,216","234,437","237,884"
W02000101,"229,190","225,731","211,272","212,108","208,946","208,521","204,211","221,033","236,763","247,972","264,769","272,638","270,823"
W02000102,"191,766","198,693","205,528","199,026","197,923","201,726","198,183","220,125","229,860","228,075","233,481","240,319","248,374"
W02000103,"220,482","222,501","227,875","243,013","242,392","244,564","245,350","243,658","263,969","262,680","266,427","286,394","279,177"
W02000104,"165,882","164,693","158,218","170,296","173,603","179,084","190,916","187,022","195,503","194,325","198,893","204,072","201,549"
W02000105,"114,883","112,056","117,014","116,338","120,206","120,193","118,529","129,111","130,424","139,575","149,453","146,914","151,249"
W02000106,"196,167","196,626","202,151","195,393","201,488","236,688","237,920","262,668","260,255","242,127","244,667","233,704","231,308"
